0.220703,-0.243042,0.846924
0.166382,-0.190063,0.910767
0.176514,-0.237427,0.901733
0.186890,-0.299316,0.856567
0.042114,-0.192261,0.900391
0.177612,-0.232910,0.867920
0.063477,-0.143066,0.960693
0.210083,-0.215576,0.911743
0.101685,-0.148926,0.924805
0.150635,-0.184448,0.916992
0.175415,-0.246826,0.895264
0.126831,-0.308228,0.880249
0.199097,-0.175903,0.899292
0.097412,-0.187134,0.915771
0.200562,-0.347534,0.839966
0.106689,-0.340332,0.809448
0.141479,-0.147461,0.900391
0.165283,-0.058594,0.968872
0.183838,-0.241211,0.916626
0.165161,-0.337036,0.826538
0.001099,-0.175293,0.883423
0.179199,-0.120850,0.879517
0.161621,-0.255249,0.881714
0.213257,-0.353638,0.832642
0.085938,-0.241455,0.869751
0.109375,-0.065308,0.989746
0.249146,-0.341675,0.829224
0.118164,-0.422485,0.796997
0.132812,-0.140137,0.894531
0.099487,-0.072632,0.950684
0.280884,-0.387695,0.832031
0.154907,-0.437012,0.811401
0.094116,-0.061768,0.990479
0.164551,0.025513,1.041748
0.244873,-0.263184,0.888916
0.138184,-0.419800,0.794067
0.008057,-0.147217,0.905884
0.222778,-0.068970,0.945557
0.272339,-0.337036,0.866821
0.282837,-0.413330,0.820312
0.100952,-0.191040,0.878296
0.078247,-0.044312,0.976196
0.257080,-0.324341,0.847412
0.189697,-0.362183,0.810059
0.213867,-0.163696,0.892212
0.072266,-0.051147,0.981812
0.287842,-0.257080,0.900513
0.196655,-0.381104,0.822510
0.120239,-0.141602,0.931396
0.241089,-0.097168,0.948120
0.263306,-0.324707,0.864990
0.229126,-0.373779,0.862915
0.092407,-0.274414,0.875977
0.223633,-0.165894,0.911133
0.191650,-0.293457,0.866943
0.255249,-0.344604,0.812500
0.157104,-0.284912,0.864502
0.096069,-0.256226,0.907471
0.288696,-0.304810,0.844482
0.092651,-0.278931,0.887695
0.220215,-0.244629,0.904053
0.105469,-0.246826,0.891968
0.139648,-0.291992,0.840332
0.135620,-0.279053,0.884521
0.127197,-0.292725,0.883789
0.249634,-0.279663,0.883423
0.072266,-0.311646,0.895264
0.224609,-0.301025,0.881104
0.075317,-0.410522,0.786987
0.156616,-0.274414,0.889526
0.114502,-0.263550,0.885620
0.168945,-0.327026,0.855347
0.122192,-0.390625,0.849487
0.022583,-0.351685,0.866089
0.177979,-0.341431,0.839233
0.038818,-0.224854,0.909180
0.137939,-0.376343,0.857544
0.031616,-0.358154,0.873779
0.017456,-0.295776,0.880371
0.099854,-0.294800,0.869263
0.009277,-0.419312,0.870117
0.097534,-0.372070,0.893311
-0.033936,-0.357788,0.874023
