0.124634,-0.135132,0.916016
0.124634,-0.131226,0.911743
0.122437,-0.130981,0.914551
0.119141,-0.134888,0.922729
0.124390,-0.132446,0.919312
0.125488,-0.134155,0.917236
0.121338,-0.139648,0.917114
0.120483,-0.132202,0.919067
0.123657,-0.133179,0.918579
0.123779,-0.137695,0.911133
0.121704,-0.137817,0.918701
0.118652,-0.137695,0.912109
0.119751,-0.138306,0.916016
0.122803,-0.133911,0.916016
0.123413,-0.134644,0.916748
0.124023,-0.133301,0.918213
0.120361,-0.134888,0.918091
0.121338,-0.132446,0.917114
0.122437,-0.136841,0.920898
0.122925,-0.135742,0.921875
0.122803,-0.132446,0.917480
0.122803,-0.135986,0.912842
0.121216,-0.134521,0.915771
0.124634,-0.134033,0.923096
0.123169,-0.133423,0.915771
0.125000,-0.136230,0.916748
0.121826,-0.136230,0.923706
0.121338,-0.131714,0.916748
0.123535,-0.132568,0.920288
0.120972,-0.136719,0.912598
0.118896,-0.136108,0.915894
0.120239,-0.137085,0.915039
0.123657,-0.134277,0.920288
0.120239,-0.133301,0.912598
0.125244,-0.135254,0.917358
0.120117,-0.137329,0.920776
0.119629,-0.132446,0.919556
0.124146,-0.136963,0.916138
0.119995,-0.135864,0.918335
0.121216,-0.138550,0.918457
0.123291,-0.136475,0.921387
0.123047,-0.133789,0.923462
0.122803,-0.139404,0.915527
0.118042,-0.134888,0.915405
0.124268,-0.131592,0.921753
0.121704,-0.131714,0.918213
0.122070,-0.136719,0.925415
0.121094,-0.135864,0.916992
0.116455,-0.137207,0.920898
0.123901,-0.133423,0.912598
0.120850,-0.133301,0.917480
0.124146,-0.132446,0.917358
0.123169,-0.133545,0.915161
0.122192,-0.135620,0.916260
0.119629,-0.133301,0.921997
0.122803,-0.139038,0.913208
0.119995,-0.137817,0.922241
0.120239,-0.138672,0.918091
0.119873,-0.132690,0.918823
0.118164,-0.134766,0.914673
0.122437,-0.137573,0.919067
0.123169,-0.138062,0.915649
0.122925,-0.135498,0.912964
0.125854,-0.134277,0.916382
0.124512,-0.134766,0.922119
0.120483,-0.136841,0.914795
0.121216,-0.136230,0.917114
0.121338,-0.135620,0.918701
0.122070,-0.134888,0.921387
0.120605,-0.134033,0.920532
0.121826,-0.136108,0.916992
0.124756,-0.137207,0.919189
0.120483,-0.133789,0.916382
0.119751,-0.133057,0.918823
0.120239,-0.137939,0.919067
0.119873,-0.135376,0.921875
0.118408,-0.134766,0.920288
0.122070,-0.135742,0.916992
0.118652,-0.136719,0.918945
0.120605,-0.136719,0.914429
0.122925,-0.135742,0.918091
0.119141,-0.134888,0.918457
0.121460,-0.135010,0.917725
0.122681,-0.136963,0.916992
0.123901,-0.132080,0.919312
0.124634,-0.135010,0.916382
0.122314,-0.134399,0.918701
0.119995,-0.137817,0.915894
0.122192,-0.136230,0.921265
0.125610,-0.133423,0.916138
0.122681,-0.136353,0.915527
0.121826,-0.137451,0.917725
0.118530,-0.132324,0.920654
0.121094,-0.136841,0.913086
0.123779,-0.139038,0.917969
0.118164,-0.135376,0.920410
0.119263,-0.137451,0.918579
0.118896,-0.136353,0.917114
0.123291,-0.131348,0.914795
0.124146,-0.130249,0.914673
0.122192,-0.135742,0.913940
0.119629,-0.137695,0.915527
0.119873,-0.133423,0.918701
0.128296,-0.136353,0.919434
0.124756,-0.137573,0.921631
0.122192,-0.135986,0.917603
0.125122,-0.135864,0.911621
0.123779,-0.135132,0.921021
0.122681,-0.136108,0.915039
0.123413,-0.135132,0.917847
