0.039917,-0.183838,0.893677
0.054199,-0.175903,0.893921
0.051514,-0.163696,0.894531
0.046021,-0.178467,0.909180
0.051758,-0.175049,0.903442
0.053467,-0.176392,0.910034
0.043823,-0.174927,0.908081
0.052612,-0.176636,0.895020
0.047729,-0.172852,0.900146
0.055176,-0.173462,0.898804
0.047241,-0.172729,0.903442
0.047485,-0.177734,0.899780
0.048584,-0.172852,0.906616
0.049072,-0.172729,0.901855
0.047241,-0.175903,0.901733
0.047852,-0.174683,0.900269
0.051514,-0.176147,0.900757
0.050415,-0.174438,0.905396
0.051147,-0.178345,0.901245
0.045776,-0.178955,0.904785
0.052490,-0.174194,0.905518
0.041260,-0.170532,0.906372
0.049561,-0.175659,0.900635
0.050171,-0.174438,0.900635
0.048218,-0.175659,0.903687
0.045532,-0.170166,0.903198
0.053711,-0.174927,0.902100
0.054199,-0.176514,0.900391
0.052246,-0.174438,0.899414
0.047729,-0.175903,0.904175
0.051758,-0.174316,0.896484
0.049805,-0.177002,0.898438
0.048950,-0.178345,0.904053
0.047485,-0.175659,0.905273
0.046265,-0.171143,0.899902
0.047119,-0.173340,0.908569
0.048340,-0.177124,0.901367
0.047729,-0.173950,0.902954
0.048584,-0.175781,0.904907
0.044556,-0.174438,0.902588
0.050537,-0.176636,0.903564
0.053589,-0.172729,0.899292
0.052490,-0.173462,0.899170
0.046509,-0.171143,0.903809
0.048340,-0.171143,0.899780
0.052246,-0.177612,0.902710
0.047119,-0.178589,0.899536
0.053833,-0.176636,0.903687
0.052368,-0.172729,0.900635
0.050293,-0.173218,0.902832
0.050171,-0.176270,0.902344
0.053833,-0.173950,0.908569
0.051514,-0.174194,0.902100
0.051880,-0.174194,0.896484
0.048096,-0.170044,0.905396
0.049805,-0.178101,0.904541
0.050293,-0.170654,0.901855
0.049438,-0.174805,0.904785
0.047852,-0.171509,0.905640
0.051636,-0.174438,0.899292
0.049316,-0.176270,0.901489
0.050171,-0.171875,0.898926
0.047485,-0.174194,0.906128
0.050781,-0.173584,0.897827
0.053711,-0.177246,0.901733
0.053711,-0.175537,0.894897
0.046997,-0.176392,0.906738
0.047852,-0.171143,0.904541
0.052612,-0.176025,0.896606
0.047241,-0.174194,0.905518
0.047729,-0.179321,0.903198
0.048828,-0.172729,0.906616
0.052368,-0.173462,0.903931
0.048584,-0.176880,0.900269
0.045166,-0.173584,0.899780
0.048462,-0.172729,0.905396
0.046509,-0.176392,0.906616
0.048828,-0.173584,0.904907
0.047363,-0.173462,0.902222
0.052856,-0.170898,0.898682
0.053833,-0.173340,0.900146
0.049438,-0.173584,0.901978
0.051880,-0.172607,0.905518
0.049561,-0.173462,0.898682
0.048950,-0.173218,0.904175
0.054565,-0.176025,0.903809
0.045654,-0.176147,0.896973
0.049805,-0.170654,0.900146
0.048462,-0.171387,0.903076
0.046265,-0.172729,0.901123
0.045898,-0.175293,0.900024
0.049927,-0.172974,0.899902
0.047974,-0.173340,0.900757
0.048340,-0.175537,0.906982
0.052124,-0.175293,0.900024
0.052612,-0.176270,0.899780
0.053101,-0.177490,0.904663
0.052124,-0.172241,0.902100
0.051392,-0.175781,0.902954
0.048340,-0.172363,0.899292
0.052734,-0.174927,0.905396
0.047607,-0.175049,0.904907
0.047607,-0.173706,0.894531
0.051880,-0.173340,0.903076
0.051147,-0.174316,0.903809
0.052124,-0.175903,0.905884
0.051636,-0.171143,0.904175
0.049561,-0.175171,0.904175
